pubDate,duration,title,guid
2023-10-17,00:37:17,"7 Minutes Of Sleep In 38 Hours Of Racing - Badlands Winner Rob Britton",0c4f0088-c00e-4705-bd38-3133e1a32aed
2023-10-16,00:09:48,"Start With Why: Your Roadmap to Purpose in Life and Cycling",40b87b11-4379-4cde-b84c-a28883cca161
2023-10-14,00:10:26,"Want To Look More Like A Pro Cyclist? Work On Your Cadence.",b4e54d32-01ca-44d7-a685-1ff67086e82b
2023-10-13,00:26:27,"Is My Bike Mechanic Ripping Me Off? Newbie Questions With Sarah",f2c39bbb-53a1-4edc-9bca-1451e260c1f2
2023-10-10,00:42:17,"The Transformative Power Of Sport At Any Age With Andy Critchlow",b2bc41fe-b04f-4826-9080-f21a2b9d7759
2023-10-09,00:08:02,"Why You Should Be Using Hot & Cold Therapy",19710c68-3f29-4a10-847c-1b9ac087fa7d
2023-10-07,00:23:47,"Demystifying Cycling Training Zones",59c34488-8c24-4114-b489-c32a317e1d06
2023-10-06,00:26:06,"Quickstep Chaos, Gravel Worlds & Zone 2 Training - Newbie Questions With Sarah",9f62607c-8e89-4ef6-bdda-a82a3c281289
2023-10-04,00:12:32,"Winter Immunity : Boosting Health for Optimal Performance",958c2921-9807-40ae-8727-50acee437eae
2023-10-02,00:09:26,"Small Steps, Big Impact: How to Compound Your Way to a Healthier, Happier Life",e273626f-ada4-4d4c-9324-29ed7c8027b3
2023-09-30,00:19:48,"Cycling Stronger, Not Harder: The Low Heart Rate Training Revolution",41ccc526-3f59-4b27-b737-3160559a4e57
2023-09-29,00:29:40,"Shimano Crank Recall, A Listener Compliant & Winter Training AdviceNewbie Questions With Sarah",76c1c42b-2a5f-4aec-9751-1c952126d5f3
2023-09-26,00:34:07,"Fix Sore Knees, Back Pain & Numb Hands With Dr Andy Pruitt",4d8cb876-02cd-457f-a2a7-b07bcd1e4579
2023-09-22,00:24:57,"Drunk Cycling? - Newbie Questions With Sarah",f53c24ac-1b43-467a-8033-3c0880bc9b99
2023-09-22,00:15:37,"3 Things That Will Make You A Faster Cyclist TODAY",75f00bf0-f490-4aac-8292-b91accaf7ac7
2023-09-20,00:08:54,"How To Elevate Your Time Trial Performance",cb7e322f-1507-4a79-a51e-28b50c40d921
2023-09-19,00:56:55,"Optimising Cycling Performance Through Strength & Conditioning With Derek Teel",8f2ab3e7-b2fb-41c7-9d19-2612e5ce2c79
2023-09-18,00:10:15,"The Double-Edged Sword of Ruthlessness: Finding the Middle Way in Sport and Life",52840175-df9f-4242-8b85-21ff5db3d5ae
2023-09-16,00:13:46,"Navigating Urban Streets: Clipless Pedals, Decision-Making, and Safety",2320e30e-646f-49d9-bccc-12028a36ff65
2023-09-15,00:28:00,"Winter Training Camps, Encouraging New Cyclists & More - Newbie Questions With Sarah",ce069c38-6906-4d65-9f94-a4c2f4a68e9e
2023-09-13,00:09:20,"Lachlan Morton Smashes Tour Divide Record",fe4da406-1154-43cf-9c24-c4e873b2a579
2023-09-09,00:13:21,"Are You An Energy Sapper Or Energy Generator?",7c537432-cf8b-4b19-9f27-462bfb172ab7
2023-09-04,00:10:08,"Nice Guys Don't Always Finish Last - Vuelta Update",b6c8e3bb-6e5d-4c32-a5aa-60030a6a4a9c
2023-09-02,00:20:57,"Back To Basics - Everything A New Cyclist Needs To Know",328a0d64-ab6b-48d6-bb64-d41d80793a81
2023-09-01,00:29:50,"Headwinds, Caffiene Withdrawal & Making Cycling Friends - Newbie Questions With Sarah",dc0b1621-0f25-41dd-b94a-3e583984fdbe
2023-08-29,00:44:43,"How ATHLETES Can Use FBI Tactics To Up Their Game with Chris Voss",368d7c34-1838-4e18-a846-cebaf53eaa29
2023-08-28,00:11:22,"Chaos In The Opening Two Stages Of La Vuelta Espana",c6567beb-c720-4941-9961-12d7b9aab853
2023-08-26,00:15:32,"Everything You Need To Know About Heart Rate Variability",2f5e84b2-1f9b-4d31-acbd-432cc69049dd
2023-08-25,00:23:18,"Single Speed Bikes & How To Change Gears Seamlessly- Newbie Questions With Sarah",1b37ec4d-25fc-4f6d-8442-005f2a355d47
2023-08-23,00:46:36,"It's My Time with Jay Vine",6d1d564b-0023-4287-b9f4-4cb5ddd19a66
2023-08-22,00:11:14,"Strength & Conditioning - Should Cyclists Bother?",eb83f6b1-6629-4d07-acea-2f5fc2c29672
2023-08-19,00:17:45,"I Got Followed By A Creepy Cyclist - Safety Tips For Solo Riding",7a30de19-7073-43af-82b2-419b1f5adff9
2023-08-14,00:10:43,"Choosing Your Race: Is Time Trialling the Right Fit for You?",479f5bf2-7803-4ab8-9e48-1fcb86ec74f6
2023-08-12,00:16:33,"How To Become A Morning Person",649fcf74-6939-4155-ac7d-02055cb6159f
2023-08-08,00:34:46,"Founders Series: Quoc Pham (Quoc Shoes)",99373034-9005-4701-ad3e-5068f017f0d7
2023-08-05,00:20:53,"Nature Breaks, Aero Bars On Group Rides & V02 Max - Newbie Questions With Sarah",6fcec8fe-e6c3-48a9-9269-560661dd8216
2023-08-04,00:54:10,"The Riders & Moments That Defined The Tour de France Femme - With Peter Barnes",731cf81a-b037-4ba6-a63f-904010b9bc89
2023-08-01,00:42:01,"The 31-Year-Old Neo Pro: Defying Expectations With Michael Vink",53175f28-d277-49ca-96e4-38375395ab19
2023-08-01,00:07:22,"From Summer Peak to Winter Break - When Should You Stop?",d5cf0974-c1e5-4c3b-ab26-770b57ef3650
2023-07-31,00:11:33,"The Femmes Stage 8: Vollering Wins & Dethrones Van Vleuten",922b0bb3-e226-4b0d-a898-513a5624c176
2023-07-29,00:11:42,"The Femmes Stage 7: Van Vleuten & Vollering Refuse To Race!",36f36bdc-a9d4-4b8e-a3bc-a7cda225806f
2023-07-28,00:20:56,"LeMond, Toilet Mistakes & Tour de France Femme - Newbie Questions",9a118c0c-61a6-43c3-96db-48da18542fcd
2023-07-28,00:12:03,"The Femmes Stage 6: The Sprinters Fail Again",09ef35f6-4fcc-4161-a5f4-4765ff378660
2023-07-27,00:43:36,"Why You Need To Quit Alcohol with Brook LeBlanc",1ffc16d9-8cd9-4b30-ae95-20eb579c8011
2023-07-26,00:12:13,"10 Tips To Get The Most From Your Bike Packing Adventure",e0355e88-fb33-4af4-9989-e8d35b89c093
2023-07-26,00:09:27,"The Femmes Stage 4: ""Longest Ride I Ever Did"" Said Winner Kastelijn",90698160-f2d7-468e-b480-0d1a2a4abe37
2023-07-25,00:36:41,"Faster After 40 With Jeremiah Bishop",0860e8a6-db7c-4a71-aa80-82066804bf69
2023-07-25,00:10:38,"The Femmes Stage 3: 50 Meters From Glory",14fcd7b8-f715-49b4-bdb3-02f758015307
2023-07-24,00:14:02,"TDF: 2 In A Row For King Jonas",4e907752-764a-4cc6-b544-7575c66bc6a9
2023-07-24,00:11:45,"The Femmes: Drama, Stress & Rain In Stage 2",ebb953a5-8c78-47ca-a58b-a256772c1f46
2023-07-23,00:10:48,"The Femmes: How The GC Riders Were Caught Napping",4d5ac38f-edcf-421a-96c9-437784683c3d
2023-07-21,00:16:41,"Tour de France Femmes Avec Zwift - PREVIEW",533491b8-ceda-4383-b8d4-9046a1d84aff
2023-07-20,00:36:57,"Breathing for Peak Performance: Unleashing the Power of Nasal Breathing with Patrick McKeown",06267dfe-ce81-4a75-b56d-bd861b02cf7d
2023-07-19,00:08:29,"Wounded Animals Are Dangerous - Could Pogacar make a comeback?",0c8c02d1-2a3a-4257-846e-0f1603f892d0
2023-07-18,00:35:36,"Tour de France Femme Avec Zwift (WTF...Watch The Femmes!) - Kate Veronneau",96aefbfb-1cbc-4dee-958b-a28f6ec74141
2023-07-17,00:14:52,"The WEIRD Tour de France Tactics (We're ALL Confused!)",29d0f737-b249-448e-b8a5-9aba627e29b5
2023-07-15,00:19:49,"How To Get Out Of A Training Funk",9549b318-4d9a-459b-8e51-5d8ff30c7217
2023-07-13,00:44:59,"Evidence-Based Insights From New York Times Best Selling Author - Chris Kresser",230bbeeb-c4f0-4b7b-8dc4-efd8a1f4c819
2023-07-12,00:14:19,"Tour Special: Grief Is A Powerful Motivator",c8ae41b9-65a3-4c56-953a-e2cfa93b9e7b
2023-07-11,00:38:38,"Using Data To Train But Relying On Instinct To win Races - Erica Magnaldi",8338735a-6c88-466d-be7d-308c2dfaad3b
2023-07-10,00:15:32,"Pogacar Closes In On Yellow, Woods Wins The Stage & Cav Abandons",b29cb06d-6276-494c-93ea-e780c817355e
2023-07-08,00:12:31,"Pogacar Vs Vingegaard - Jumbo Visma's Bad Tactics?",e2be59d9-31e4-4641-a4e5-3a7af70e7cef
2023-07-07,00:24:49,"Encouraging Everyone To Go Underwear Free - Newbie Questions With Sarah",57e778dc-a0f9-4bae-9bc2-eed15e573a8e
2023-07-05,00:40:50,"Mastering Your Metabolism through Fasting: Cynthia Thurlow's Expertise",da846e92-ea0f-4ff7-9bde-0bd5172ffcb3
2023-07-04,00:12:42,"TDF Stage 3: Tacks On The Road, Sprint Deviations & A Win For ""Disaster""",8088d909-a780-4d97-9b09-d5445fdeeeb3
2023-07-01,00:18:43,"Impress Your Cycling Buddies With This Tour de France Trivia!",bb2f3fec-f5d1-4592-8787-cb55ecc48fb2
2023-06-30,00:24:14,"Road Rash, Saddle Sores & Pro Riders Pee-ing Habits - Newbie Questions With Sarah",d60ad366-104c-40f3-ad0e-0bdaab6b95cf
2023-06-29,00:14:37,"The ESSENTIAL Tour de France Preview Show",4ff9524c-f9fe-4ffa-8d3c-e3b983f34f80
2023-06-28,00:16:29,"The Cycling Nutrition Puzzle: Lessons Learned from Experts and My Personal Approach",89b85ec7-98ac-4879-8217-29559cfd1e45
2023-06-27,00:54:30,"Doping, Assault & Abuse In Cycling With Geneviève Jeanson",17eb4c0f-dfb5-4c39-be7c-03dd28bbaac8
2023-06-26,01:02:52,"Chronic Disease Can Be Reversed With Dietary Changes - Dr. Anthony Chaffee",485ed41d-68cc-4583-80d5-5b0ef4d2c952
2023-06-24,00:55:40,"The Side Of Cycling You Don't See - With Chanel Harris",5700e888-d73f-428f-a639-b431958487df
2023-06-22,00:12:29,"Cornering Confidence: Mastering Criterium Racing",a8d0e759-4791-4f82-a49b-76ed31874e77
2023-06-21,00:45:30,"Founders Series : William Butler Adams (CEO Brompton Bikes)",d8672179-5bef-4550-81a1-943e37511f29
2023-06-20,00:53:03,"Ditch Strict Diets With Paul Dermody",7271bb9e-b8a5-462b-bd56-8a38cd216184
2023-06-19,00:13:08,"Tour Divide: Unveiling the World's Toughest Bikepacking Race",aab0d212-5164-48ec-9a43-49da1adc1651
2023-06-16,00:24:47,"The Best Sealant, Snot Rockets & Cold Water Therapy For Performance - Newbie Questions With Sarah",32296336-12cf-4b51-85e2-72b57a9e2f71
2023-06-15,00:11:55,"Summer Mistakes: How To Avoid Common Cycling Injuries",4b21b53c-395b-45ee-a8c2-cdf7e8620282
2023-06-14,00:45:01,"How To Move On With No Regrets With Alex Dowsett",fff8ce33-85b9-4436-8ce4-c4a425067e3d
2023-06-13,00:44:00,"Can You Be A Competitive Athlete Without Carbohydrates? - With Sean Sako",c49a782e-a870-4f61-b391-6d602d44b71a
2023-06-12,00:10:13,"Bouncing Forward: Discovering the Power of Resilience",dfef2e07-74b9-4449-8f31-a34d5d0fd7c7
2023-06-10,00:13:43,"The Strange Things I've Learned While Training For A 200km Race",2b80681d-db8f-4eca-acfc-31392e6404ad
2023-06-08,00:53:14,"Small Tweaks For Huge Wattage Savings with Josh Poertner",c2250289-1470-40e4-930e-74d400c79d3a
2023-06-07,00:15:17,"Unleash Your Cycling Potential: A Guide to Building Your Own Training Plan",35ece7b6-4c42-47d6-aa13-a7d73acd881e
2023-06-02,00:10:17,"Running: The Secret Weapon for Cycling Fitness",ba77e3c6-980c-4320-9b13-f359601887e2
2023-05-31,00:13:33,"Unveiling the Dark Side: The History and Future of Doping",c25606ac-60d4-4705-9e22-ecddb40d4304
2023-05-30,00:57:52,"Ethics, Poverty, and Effective Altruism with Peter Singer",7b4e511b-9308-435b-a047-250771db8769
2023-05-29,00:07:07,"Road Cycling - Is It Really Worth It, Or Just Too Dangerous?",24d5969d-cac7-4e63-a853-6700a20a8185
2023-05-27,00:11:36,"Improve Your Recovery Time, Respiratory Health, Mood & Brain Function With Indoor Plants",86523adc-4a72-4947-a1ca-e14d49c82097
2023-05-26,00:30:36,"Anthonys Extreme Stage Race Fatigue & All Your Cycling Queries - Newbie Questions With Sarah",3c7db96b-c5f7-4285-96da-e1f1f8f568f3
2023-05-25,00:38:09,"Breaking Barriers and Chasing Dreams: A Conversation with Megan Armitage",cb141261-70d5-4077-9eb1-cc2d8db3183b
2023-05-24,00:09:49,"Mastering Stage Race Recovery: Strategies for Optimal Performance",1044ec16-bfa3-417b-acc2-4b11ef556cd5
2023-05-23,01:02:52,"From Kitchen to Saddle: Unveiling the Culinary & Athletic Journey with Chef Alan Murchison",6c2cdecd-4e53-418f-b3a0-f170a39ca21b
2023-05-22,00:15:14,"My Power Numbers & Heart Rate (& Some Funny Stories) From The Rás",7179f036-43ce-4557-b8da-56a2452fb0ca
2023-05-20,00:11:00,"Top 6 Ways To Avoid A Sore Ass When Cycling",f06f46d1-6c75-4143-84c8-ed0c3596fae4
2023-05-19,00:24:03,"Problems With SRAM Chains, MTB Vs Roadie Cleats & Another Riding Etiquette Query - Newbie Questions With Sarah",f57c10f4-bd9d-4baa-accf-add10479ceb0
2023-05-17,00:54:09,"A Story Of Transformation - From Former Adult Entertainer To Health & Mindset Guru With Candice Horbacz",40f47365-9791-4359-83bd-71898db9a1e8
2023-05-16,00:12:42,"Unleashing Your Inner Drive: How to Motivate Yourself to Work Harder",d235d21e-7f75-4716-9ec0-3137d8bdbc36
2023-05-15,00:57:28,"Marginal Gains with Dylan Johnson",24c0f1d7-1d0d-4c1e-9355-836e54eea041
2023-05-13,00:12:09,"My 1st Week Training With A Power-Meter",f0c01c83-9fc4-48fd-882d-afcb94740be1
2023-05-12,00:09:14,"Rás Tailteann: Reviving a Cultural Icon",0a1bcffb-350a-45cf-82bd-788696795fdc
2023-05-10,00:43:56,"The Power of Uncomfortable Conversations with Ben Coomber",7c8bbd44-7fcd-4427-a474-0cff4fa7c71b
2023-05-09,00:50:11,"Riding the Waves of Passion: Michael Barry's Reflections on Racing and Craftsmanship",939e209c-bc3e-44e5-871e-826b387ba07c
2023-05-08,00:15:23,"Cycling Through Paradise: Unveiling Mallorca's Hidden Gems",a0b43f30-8c3a-4fbc-8860-6cd4446f8cb4
2023-05-06,00:13:41,"7 Questions To Give Yourself An Honest Evaluation Of Your Training",c0baa14d-443f-4a7b-9500-f56e5cfb3de8
2023-05-04,00:49:37,"Finding Your Edge: Secrets to Succeeding in Competitive Cycling with Rob Britton",99dc6d6b-9849-4d33-8b3c-a42008fe5b7e
2023-05-03,00:09:12,"Compression Boots vs Massage Guns: Which is the Better Recovery Tool?",275e2ad9-be6b-440b-bd14-cffb6289f280
2023-05-02,00:45:45,"Optimising Habits, Fitness, and Life Balance with Greg Campion",97d611a4-51fd-4037-8909-d082670ad2a6
2023-04-29,00:51:06,"Can You Trust Your Smart Watch To Give You Accurate Information? - With Dr Sian Allen",a4ef90dd-5508-4388-aaf2-b07584e90606
2023-04-28,00:27:04,"Pesky Railroad Tracks, Clipping & Un-clipping and THOSE See-Through White Shorts - Newbie Questions With Sarah",28dc0efb-231c-4c87-a2b2-e6c7c30b7735
2023-04-26,00:09:11,"From Military to Sports: The Importance of Taking Ownership and Leading by Example",662d0e25-061b-43f6-b426-04495363aab0
2023-04-25,00:42:58,"Fleeing From The Taliban, The Female Cyclists That Escaped Afghanistan - With James Hey",f24d8adc-5ab4-474f-8723-ee397f20966f
2023-04-24,00:10:04,"Optimising Testosterone: Strategies for Boosting Energy, Strength, and Vitality",2fedc6f1-6bbc-4e71-a681-a431811f5f78
2023-04-22,00:18:11,"How To Tackle Pre-Race Nerves & Anxiety",910846dd-dc3c-4379-b332-6f2b1191eddd
2023-04-21,00:26:31,"Cleats, Electric Bikes & Cycling's New Superstar - Newbie Questions With Sarah",6d006420-79cb-42fb-96ba-36be394ee2b0
2023-04-20,00:56:58,"From Pro Cyclist to Philosopher: The Intersection of Cycling & Philosophy with James Hibbard",3e6a5572-d70f-4828-87b5-f4b1f68d119c
2023-04-19,00:09:52,"From Goals to Habits: Managing Your Time Effectively for Cycling Success",89f7d995-2f49-4c1e-9bbf-9d18391291b0
2023-04-18,00:48:02,"Racing, Risk, and Resilience: A Conversation with Daryl Impey",e62caf8d-4495-4b57-8403-17540fbc8756
2023-04-17,00:14:12,"Cycling Safety: Tips and Strategies for Staying Safe on the Road",370ad3ae-8ca4-42d0-8944-b6e3ffeacb1b
2023-04-15,00:07:36,"Should You Take Creatine To Help Your Cycling Performance?",c4c7eb4b-7807-430b-bfae-5e4ce07b895b
2023-04-14,00:23:33,"Exploding cranksets, fixing punctures & drama in Paris-Roubaix - Newbie Questions With Sarah",aa912c99-299c-4e00-a032-eec1483a5b22
2023-04-12,00:10:47,"My First Stage Race in 4 Years (Rás Mumhan)",5b343530-878b-4979-988c-608638949b11
2023-04-11,00:47:12,"A Buyers Guide - An Insight Into Aero With Josh Ross",242fb77d-0b9b-4639-b9f8-a3f549bd1c33
2023-04-08,00:17:33,"Is Cycling Actually Fun? If So, WHICH Type Of Fun Is It?",d32fb52f-006b-4074-8bd1-d1b363c8e490
2023-04-07,00:23:02,"Sarah Vs Car - Newbie Questions",b3478474-aa4e-40f2-ace2-131208b06a9f
2023-04-05,00:08:18,"Breaking the Routine: 3 Ways You're Holding Yourself Back",6693e8b8-5fbc-4eff-835d-16f611cfb8f2
2023-04-04,01:00:56,"Unbound Victory: Winning America's Toughest Gravel Race with Sofia Gómez Villafane",d7881644-b29f-41f2-8a1c-de0a608d8d88
2023-04-03,00:10:21,"Tour de Flanders - Chasing History",0bea5c82-67a9-4220-85d3-4c4004c411cf
2023-04-01,00:54:26,"Finding Freedom on Two Wheels with Alison Tetrick",b6ec37d4-cfee-4ac5-a335-345f73f278a9
2023-03-30,00:52:56,"The Primal Approach to Cycling: A Conversation with Mark Sisson",9470edd1-b1ca-4761-82ac-74fd9b16d2a1
2023-03-29,00:10:35,"Gifting a Win - The Controversial Practice in Cycling",3dbd4ac5-c72f-4c8f-8b0c-797eb3ae0e76
2023-03-28,00:43:27,"Fuelling Performance: Cooking and Nutrition with Chef Hannah Grant",a47f32df-f565-47a8-a63c-fdad88ce0e27
2023-03-27,00:14:02,"A Mountain Bike Newbie - Lessons From riding My 1st Race",676b3cda-4fd9-4869-99ae-7eb143394b03
2023-03-25,00:11:40,"Rapamycin: The Performance Enhancing Drug of the Future?",42f8a17c-f0eb-4324-9ea6-697e2ead0285
2023-03-24,00:27:34,"Smelly Cycling Shoes, Numbness ""Down Below"" & Unusual Strava Segments - Newbie Questions With Sarah",08a249cd-4004-468e-a4ef-c0e0ed9083f6
2023-03-23,00:47:18,"168 Hours: Unlocking the Power of Your Week with Laura Vanderkam",91366b0f-7875-41f9-baad-403311f14625
2023-03-22,00:11:27,"Unlocking the Secrets to Building Lasting Habits: Insights from Behavioral Science Experts",7e4c3b7b-a0c2-4c31-afca-4c74036a1813
2023-03-20,00:12:06,"How Cycling Can Impact Your Mental Health",76e059d7-7584-4d85-9e55-f3db41d5dc13
2023-03-18,00:11:48,"How Having A Healthy Gut Can Improve Your Cycling Performance",b1908dca-f375-4fa7-94b4-6e6f7f675b87
2023-03-16,00:53:16,"Tech Trailblazing, The Armstrong Era & Life After Pro Racing - Christian Vande Velde",720d0216-df38-4e56-86ee-89b3d467cf2b
2023-03-14,00:58:01,"Founders Series: Richard Baker - CEO of Wattbike",86b1ce2b-942d-4aec-8cf9-93b01281ebc6
2023-03-13,00:08:43,"Two 2-minute Rules to Beat Procrastination",cb589ad4-ca0f-4bf0-ab16-ba1edf4b6ebd
2023-03-11,00:13:57,"You’re Sh*t, You’re Useless, You’re Not Worthy - How Negative Self Talk Effects Our Preformance",8baccd83-d90e-4b35-ab55-d6e503d28358
2023-03-10,00:27:53,"Why Do My Disc Brakes Squeal - Newbie Questions With Sarah",a2020c3d-4dda-462c-9659-f4c32fa22754
2023-03-09,01:03:59,"From Addiction to Ironman, Ultramarathon Athlete and Guru Of Ageing Healthily - Louie Ruvolo",96f2bb66-88a1-4d81-83ed-cd8f1d776da0
2023-03-08,00:10:26,"The Physical & Mental Benefits Of Spending Time In Nature",dee7f488-2011-4249-8d21-34637fa0b8d0
2023-03-07,00:39:40,"From CEO of MyProtein to Founder of NatureCan CBD - Success Breeds Success With Andy Duckworth",c4f543d6-5f82-49ba-9843-35ddcd56c7d5
2023-03-06,00:10:58,"Habit Stacking, Small Wins & Celebrating Progress - The Lessons I’ve Learned From One Of My Favourite Books",bf1f05af-4214-4379-9cd2-d210761f0f8a
2023-03-04,00:14:57,"5 Steps To Become A More Stylish, Effortless and Smooth Cyclist",7e0da3e6-feb5-42f7-8d8f-aff453011826
2023-03-03,00:24:26,"I'm Ditching Road Biking For MTB - Newbie Questions With Sarah",ecb61de3-da39-4848-ae6d-b028582587ce
2023-03-02,00:39:51,"Project TAG. Road Racing, Time Trialing & Gravel Racing, A New Chapter With Joe Laverick",e28cd3f0-2eae-4ed1-9359-57bf1058fcb4
2023-03-01,00:13:35,"What I Wish I Knew In My First Bike Race",1ad93c7c-a8f8-4f3b-b109-276f7815e750
2023-02-28,00:40:22,"An Everyday Hero with Ian Hennessy",a9f5e1b0-072a-4325-9748-0c0277a1ca48
2023-02-27,00:10:19,"How a Little Known Military Technique Can Improve Your Productivity",709f5325-7c67-4d85-8c68-d746cbede69b
2023-02-25,00:18:48,"Why Is Understanding The Nervous System Important For Cyclists?",a0fc330f-6494-4a46-8bb5-c863c43e0c08
2023-02-24,00:24:54,"When Home Bike Maintenance Becomes Dangerous - Newbie Questions With Sarah",9b2b8b93-4321-480d-852d-cd8229800319
2023-02-23,00:53:45,"Racism, Trans & Non Binary Athletes in Sport with Duke Agyapong",10ec47ca-9189-4230-9e0f-efcfaf766e45
2023-02-22,00:12:19,"Lessons From David Goggins Live In Dublin",6b1513d5-7499-4b73-a7b7-9b97ac19f3ab
2023-02-21,00:58:34,"Building a Winning Athlete with Grant Holicky",44864f83-dd73-4148-a752-9ee8db2a4c1c
2023-02-20,00:12:57,"Gravel Cycling Now Has Rules",5fb80bf2-5155-47e0-af71-343e4b6feab2
2023-02-18,00:18:35,"Tracking Your Food & Calories - A Good Thing Or Damaging To Your Relationship With Food?",1014aeaa-79c9-4994-8621-8ccd216eb861
2023-02-17,00:25:56,"Winking, Waving, Nodding and Spanking - Newbie Questions With Sarah",42c046af-d850-4566-994f-8b8c5aeb7373
2023-02-16,00:51:09,"Digging Out Of A Slump & Finding Your Path with Tyler Todt",a94ee099-ef26-4478-a886-722d5fdb801f
2023-02-15,00:11:48,"What We Can Learn From The Stoics About Achieving Success",57dd220d-7af4-45c4-8dcd-9e52c8f55d44
2023-02-13,00:17:39,"Lessons We Can Learn From Pro Riders To Improve Our Own Lives",6fe927e4-570a-4cf2-917a-17da953c9668
2023-02-11,00:24:25,"Can CBD Help Endurance Athletes With Performance & Recovery?",8dcac44b-871f-488a-8c73-f45ba4048829
2023-02-09,00:47:12,"Beryl: In Search of Britain's Greatest Athlete - With Jeremy Wilson",33721bd3-f46d-42ae-b214-49f36c7e8d7d
2023-02-08,00:11:03,"Lessons We Can Learn For A Healthier, Happier & Longer Life From Marcus Aurelius",d610d1a9-8321-4236-abc3-f149c8360070
2023-02-07,01:22:11,"The Impossible Route with Tyler Pearce, The Vegan Cyclist",df085378-0379-41f6-8ed7-4c8e26435f4f
2023-02-04,00:16:12,"The Best Female Cyclist Ever? Beryl Burton - A Profile",f5712f20-e86b-4c0e-8531-13ab2d73c3a5
2023-02-03,00:22:03,"Shocked, Horrified & Dismayed By Cyclists - Newbie Questions With Sarah",9fd27da8-fd94-41be-9231-29186972228c
2023-02-02,00:57:59,"Cycling Content Creator, Podcast Host & Sports Analyst - Benji Naesen",857fba80-2a8c-43c8-b5ae-7a239ec474da
2023-02-01,00:12:25,"Watts Per Kilo Is A Myth & 6 Other Things I Wish I Knew When I Started Cycling",8d261618-767d-4e60-af5f-4d520edc0619
2023-01-31,00:34:13,"Stepping Up To The Big Time with Rory Townsend",3eabdba7-fd16-47d8-9c3a-94dd9981a8ff
2023-01-30,00:10:58,"6 Sneaky Habits That Are Slowly Ruining Your Life",7392052d-e6c6-4440-8fa1-37655f9e881c
2023-01-28,00:16:10,"This ONE Change Will Help You Become Stronger, Faster & Leaner - With Sarah",3dd293d7-aeb4-49f7-bb76-8d9f4fab0200
2023-01-27,00:23:06,"Winter Miles, Summer Smiles? - Newbie Questions With Sarah",b5fef1fa-2664-45c2-a77a-6da48fb37c7b
2023-01-26,00:48:18,"Time For The Next Chapter with Alex Howes",d214b4f8-e45d-4871-bfeb-f5224fc9d76b
2023-01-25,00:11:58,"7 Habits Of Highly Energetic People",050fbb99-ce29-4110-9d64-e834fd051ce4
2023-01-24,00:45:05,"Founders Series: Rob Gitelis - Factor Bikes",a6e602f7-e810-4283-82cf-4e3c65f1489a
2023-01-23,00:13:07,"Breaking The Hold Of Social Media & Reducing Phone Usage",ef433eb0-aaf6-4849-89ea-352afe29ccdf
2023-01-21,00:12:30,"Fear Of Failure & How To Overcome It - With Sarah",60e51c87-6aff-41f4-88e7-45f26317c123
2023-01-20,00:23:30,"Bike Handling Tips, Cycling Club Drama & More - Newbie Questions With Sarah",f00c691a-fb70-4d9d-ab0f-92d557029f5c
2023-01-19,00:46:14,"How I Lost 75 lbs, Became An Ironman & A Coach (And You Can Do It Too) - Matt Izzo",0fa82670-dd53-4575-9a54-766f365285d1
2023-01-18,00:10:50,"Six Steps To Build Unshakeable Self Esteem",ec07cc91-51b3-4cba-9c6a-c30c1c9ba92d
2023-01-17,00:47:51,"Founders Series: Changing The World Of Coaching with Jordan Kobert",11dfdc8f-a6f2-425b-9ab4-1c7a09214f4f
2023-01-16,00:09:02,"The 3-2-1 Sleep Method - Do This To Super Charge Your Recovery",aa5b892e-b4fc-49df-9428-489394790d0b
2023-01-14,00:17:13,"The Mindset Hack That Professional Cyclists Use To Win - With Sarah",a7569746-865d-4057-9a49-7302cc8dc08c
2023-01-13,00:21:43,"Need a fix of Sarah-tonin? - Newbie Questions With Sarah",a196fb95-6bf1-4789-8503-ac3c294df404
2023-01-12,00:48:23,"40% Of Women Who Are Victims Of Sex Trafficking Are American Indian With Shayna Powless, Pro Cyclist",f26deaae-16b0-4c6d-bc48-a6894a353952
2023-01-11,00:15:07,"13 Weight Loss Strategies That WORK (Some Of These Will Surprise You)",b192fbe3-1f6c-4046-88ba-eee9954f72a7
2023-01-10,00:55:55,"Dan Jones From The legendary Orica-GreenEdge’s Backstage Pass",9f9a3239-b95c-4d82-b5a7-32c1b9f4f330
2023-01-09,00:14:21,"How To Fix The Three Most Common Mechanical Problems On A Bike",c7fb3b21-7717-43d1-b331-959ec4469e48
2023-01-07,00:16:09,"The Free and Accessible Way To Boost Your Performance - With Sarah",8ba0c7e1-2fdb-4d12-87d3-26ee362f04a3
2023-01-06,00:23:04,"Is ""Roadman"" An Offensive Term? - Newbie Questions With Sarah",6cf53914-ebb7-4717-9552-0373601bbf55
2023-01-05,00:38:52,"Around The World in 80 Days with Ultra Cycling Legend - Mark Beaumont",ba6ad474-7a0f-4726-a15e-63fa20b35f2c
2023-01-04,00:14:13,"How To Improve Work / Life Balance By Mimicking The Way Top Athletes Train",613b35be-cf5f-417a-90e9-ef3034530b34
2023-01-03,00:53:43,"Founders Series: Josh Poertner, Silca (One of Cyclings Oldest Brands)",a5e769ba-6083-4f59-84d0-f819823197bd
2022-12-31,00:16:51,"World Tour Rider Profile - Primož Roglič",4d591c61-8cc9-483a-9610-4461fe6e1599
